filename,width,height,class,xmin,ymin,xmax,ymax
1.MP4_frame2755938.jpeg,1280,720,Transit,349,195,495,270
1.MP4_frame2755938.jpeg,1280,720,Truck,0,205,220,351
1.MP4_frame2755938.jpeg,1280,720,SUV,194,275,322,342
46.avi_frame110000.jpeg,800,450,Bus,188,170,403,311
46.avi_frame110000.jpeg,800,450,Transit,128,183,195,253
66.avi_frame287800.jpeg,800,450,Transit,103,191,191,287
8.MP4_frame4441083.jpeg,1280,720,Bus,997,200,1051,243
8.MP4_frame4441083.jpeg,1280,720,Truck,156,233,282,360
9.MP4_frame120000.jpeg,1280,720,Commercial,945,215,1003,274
9.MP4_frame120000.jpeg,1280,720,Transit,477,242,720,390
9.MP4_frame120000.jpeg,1280,720,Private,236,298,364,383
9.MP4_frame120000.jpeg,1280,720,Private,285,273,385,340
4.MP4_frame2739024.jpeg,1280,720,Bus,830,120,1015,218
4.MP4_frame2739024.jpeg,1280,720,Truck,683,104,856,195
4.MP4_frame2739024.jpeg,1280,720,Transit,256,107,379,188
4.MP4_frame2739024.jpeg,1280,720,Truck,61,172,1267,718
4.MP4_frame2739024.jpeg,1280,720,Transit,0,212,278,455
46.avi_frame150000.jpeg,800,450,Truck,91,163,162,247
33.avi_frame100000.jpeg,800,450,Truck,132,170,208,233
33.avi_frame100000.jpeg,800,450,Truck,411,188,586,322
33.avi_frame100000.jpeg,800,450,SharedTaxi,138,215,211,292
3.MP4_frame201424.jpeg,1280,720,Motorcycle,732,138,783,189
3.MP4_frame201424.jpeg,1280,720,Minivan,0,272,243,423
3.MP4_frame201424.jpeg,1280,720,Transit,1185,167,1246,212
1.MP4_frame3085938.jpeg,1280,720,Bus,1200,192,1280,232
1.MP4_frame3085938.jpeg,1280,720,Motorcycle,826,213,856,252
1.MP4_frame3085938.jpeg,1280,720,Motorcycle,623,212,678,258
1.MP4_frame3085938.jpeg,1280,720,Transit,1181,205,1225,245
1.MP4_frame3085938.jpeg,1280,720,Bus,0,215,46,274
46.avi_frame170000.jpeg,800,450,Truck,87,160,163,247
46.avi_frame170000.jpeg,800,450,Private,97,217,150,262
46.avi_frame170000.jpeg,800,450,Private,54,264,171,342
4.MP4_frame399068.jpeg,1280,720,Transit,80,110,163,169
8.MP4_frame1770949.jpeg,1280,720,Taxi,261,254,381,345
5.MP4_frame550000.jpeg,1280,720,Transit,167,106,251,167
5.MP4_frame550000.jpeg,1280,720,Bus,1107,157,1249,215
68.avi_frame5000.jpeg,800,450,SharedTaxi,159,263,283,373
68.avi_frame5000.jpeg,800,450,SUV,0,260,130,345
68.avi_frame5000.jpeg,800,450,Jeep,285,251,378,354
8.MP4_frame3981083.jpeg,1280,720,Truck,205,209,321,327
8.MP4_frame3981083.jpeg,1280,720,Motorcycle,193,280,244,351
122.avi_frame117899.jpeg,800,450,Private,65,102,155,148
122.avi_frame117899.jpeg,800,450,SmallTruck,556,73,600,102
122.avi_frame117899.jpeg,800,450,Truck,571,59,628,92
122.avi_frame117899.jpeg,800,450,Pickup,408,66,459,97
122.avi_frame117899.jpeg,800,450,Private,311,62,359,87
122.avi_frame117899.jpeg,800,450,Private,260,79,309,112
122.avi_frame117899.jpeg,800,450,Truck,124,70,248,147
122.avi_frame117899.jpeg,800,450,Transit,237,44,311,84
122.avi_frame117899.jpeg,800,450,Truck,99,34,217,82
122.avi_frame117899.jpeg,800,450,Commercial,215,105,388,213
122.avi_frame117899.jpeg,800,450,Private,373,151,426,209
122.avi_frame117899.jpeg,800,450,SmallTruck,404,155,669,288
24.avi_frame100000.jpeg,800,450,SharedTaxi,262,137,311,179
24.avi_frame100000.jpeg,800,450,Taxi,390,223,522,301
24.avi_frame100000.jpeg,800,450,Truck,2,117,276,296
5.MP4_frame3823166.jpeg,1280,720,Truck,224,80,384,135
5.MP4_frame3823166.jpeg,1280,720,Bus,48,105,528,292
5.MP4_frame3823166.jpeg,1280,720,Bus,0,95,139,171
8.MP4_frame4511083.jpeg,1280,720,Bus,350,192,611,325
8.MP4_frame4511083.jpeg,1280,720,Private,636,286,785,370
8.MP4_frame4511083.jpeg,1280,720,Private,709,231,798,282
8.MP4_frame4511083.jpeg,1280,720,Private,239,301,373,384
8.MP4_frame4511083.jpeg,1280,720,Truck,156,229,195,279
53.avi_frame280000.jpeg,800,450,Commercial,108,189,187,277
2.MP4_frame3785326.jpeg,1280,720,Bus,1052,195,1107,245
2.MP4_frame3785326.jpeg,1280,720,Bus,1120,214,1196,325
2.MP4_frame3785326.jpeg,1280,720,Truck,1204,232,1280,369
2.MP4_frame3785326.jpeg,1280,720,Truck,1112,183,1163,241
2.MP4_frame3785326.jpeg,1280,720,Transit,153,204,219,259
2.MP4_frame3785326.jpeg,1280,720,Bus,46,204,151,254
2.MP4_frame3785326.jpeg,1280,720,Transit,11,220,74,274
60.avi_frame105000.jpeg,800,450,Commercial,136,185,211,251
60.avi_frame105000.jpeg,800,450,SharedTaxi,105,212,188,286
60.avi_frame105000.jpeg,800,450,Truck,1,238,166,448
60.avi_frame105000.jpeg,800,450,Pickup,208,205,269,240
68.avi_frame250000.jpeg,800,450,Truck,466,181,774,358
68.avi_frame250000.jpeg,800,450,SharedTaxi,94,199,150,253
68.avi_frame250000.jpeg,800,450,SUV,188,222,276,285
46.avi_frame299690.jpeg,800,450,SharedTaxi,127,227,212,308
110.avi_frame198749.jpeg,800,450,Truck,134,50,323,167
110.avi_frame198749.jpeg,800,450,SharedTaxi,148,111,279,188
110.avi_frame198749.jpeg,800,450,Private,283,154,442,226
110.avi_frame198749.jpeg,800,450,Private,49,97,137,146
108.avi_frame200000.jpeg,800,450,SharedTaxi,367,215,654,413
108.avi_frame200000.jpeg,800,450,Truck,1,83,391,299
108.avi_frame200000.jpeg,800,450,Truck,478,45,543,86
125.avi_frame5000.jpeg,800,450,Minivan,194,51,259,83
125.avi_frame5000.jpeg,800,450,SUV,126,54,189,83
125.avi_frame5000.jpeg,800,450,Private,62,52,124,82
125.avi_frame5000.jpeg,800,450,SUV,568,223,759,328
125.avi_frame5000.jpeg,800,450,Private,344,167,506,245
125.avi_frame5000.jpeg,800,450,Minivan,308,144,423,189
125.avi_frame5000.jpeg,800,450,Private,283,118,353,155
125.avi_frame5000.jpeg,800,450,SUV,245,77,295,113
125.avi_frame5000.jpeg,800,450,Private,244,102,294,127
125.avi_frame5000.jpeg,800,450,Private,222,119,302,155
125.avi_frame5000.jpeg,800,450,Private,224,140,328,197
125.avi_frame5000.jpeg,800,450,Private,130,119,244,167
125.avi_frame5000.jpeg,800,450,Private,135,95,215,132
125.avi_frame5000.jpeg,800,450,Private,318,62,365,84
125.avi_frame5000.jpeg,800,450,SUV,273,58,325,87
125.avi_frame5000.jpeg,800,450,Private,53,92,146,145
125.avi_frame5000.jpeg,800,450,SUV,0,50,41,76
125.avi_frame5000.jpeg,800,450,Private,0,67,60,98
125.avi_frame5000.jpeg,800,450,Private,377,65,423,87
58.avi_frame217962.jpeg,800,450,Truck,85,169,163,232
58.avi_frame217962.jpeg,800,450,SharedTaxi,103,209,188,280
8.MP4_frame4256083.jpeg,1280,720,Truck,66,227,634,695
88.avi_frame80000.jpeg,800,450,Truck,347,152,800,449
88.avi_frame80000.jpeg,800,450,SUV,58,96,150,147
88.avi_frame125000.jpeg,800,450,SharedTaxi,60,125,207,230
88.avi_frame125000.jpeg,800,450,SUV,360,215,602,371
22.avi_frame235000.jpeg,800,450,SharedTaxi,244,158,303,213
22.avi_frame235000.jpeg,800,450,SmallTruck,227,132,287,180
1.MP4_frame3260938.jpeg,1280,720,Transit,229,209,400,303
1.MP4_frame3260938.jpeg,1280,720,Bus,66,200,149,261
1.MP4_frame3260938.jpeg,1280,720,Commercial,127,231,259,320
1.MP4_frame3260938.jpeg,1280,720,Bus,846,182,935,261
1.MP4_frame3260938.jpeg,1280,720,Truck,1163,191,1219,250
1.MP4_frame3260938.jpeg,1280,720,Taxi,810,222,881,280
50.avi_frame60000.jpeg,800,450,Truck,0,208,69,368
50.avi_frame60000.jpeg,800,450,SharedTaxi,133,214,219,290
120.avi_frame105000.jpeg,800,450,Commercial,297,56,367,97
120.avi_frame105000.jpeg,800,450,Commercial,115,85,276,177
120.avi_frame105000.jpeg,800,450,Private,272,215,485,336
120.avi_frame105000.jpeg,800,450,SharedTaxi,255,134,416,220
120.avi_frame105000.jpeg,800,450,Private,1,132,131,206
120.avi_frame105000.jpeg,800,450,Private,47,89,133,140
120.avi_frame105000.jpeg,800,450,Truck,174,25,358,85
120.avi_frame105000.jpeg,800,450,Bus,345,43,444,89
120.avi_frame105000.jpeg,800,450,Commercial,435,60,487,90
3.MP4_frame850724.jpeg,1280,720,Bus,986,128,1064,169
3.MP4_frame850724.jpeg,1280,720,Bus,1015,148,1109,213
3.MP4_frame850724.jpeg,1280,720,Bus,1197,188,1280,292
3.MP4_frame850724.jpeg,1280,720,Motorcycle,792,153,858,213
3.MP4_frame850724.jpeg,1280,720,Motorcycle,741,146,788,200
3.MP4_frame850724.jpeg,1280,720,Bus,737,101,915,188
3.MP4_frame850724.jpeg,1280,720,SUV,23,132,89,176
8.MP4_frame2170949.jpeg,1280,720,Bus,156,220,331,366
8.MP4_frame2170949.jpeg,1280,720,Taxi,309,266,434,351
24.avi_frame250000.jpeg,800,450,SharedTaxi,123,170,249,244
13.avi_frame299130.jpeg,800,450,Truck,197,116,306,240
13.avi_frame299130.jpeg,800,450,Jeep,296,144,354,194
40.avi_frame285000.jpeg,800,450,Truck,108,152,264,288
19.avi_frame165000.jpeg,800,450,Bus,642,132,800,217
5.MP4_frame3468166.jpeg,1280,720,Taxi,318,135,409,189
5.MP4_frame3468166.jpeg,1280,720,Commercial,805,124,923,196
5.MP4_frame3468166.jpeg,1280,720,Truck,721,95,845,194
5.MP4_frame3468166.jpeg,1280,720,SUV,990,198,1095,262
67.avi_frame210000.jpeg,800,450,Pickup,230,233,334,330
67.avi_frame210000.jpeg,800,450,Transit,101,185,199,283
67.avi_frame210000.jpeg,800,450,SUV,83,292,330,419
4.MP4_frame5028530.jpeg,1280,720,Taxi,359,122,457,185
4.MP4_frame5028530.jpeg,1280,720,Taxi,297,135,381,189
4.MP4_frame5028530.jpeg,1280,720,Motorcycle,1146,208,1189,262
4.MP4_frame5028530.jpeg,1280,720,SUV,743,128,824,169
4.MP4_frame5028530.jpeg,1280,720,Bus,1248,194,1280,238
4.MP4_frame5028530.jpeg,1280,720,Bus,98,104,331,176
87.avi_frame70000.jpeg,800,450,Pickup,540,187,724,275
87.avi_frame70000.jpeg,800,450,SharedTaxi,201,122,336,197
87.avi_frame70000.jpeg,800,450,SharedTaxi,4,77,99,131
87.avi_frame70000.jpeg,800,450,Private,319,134,380,189
87.avi_frame70000.jpeg,800,450,Private,237,61,292,87
56.avi_frame55000.jpeg,800,450,Taxi,308,224,396,273
56.avi_frame55000.jpeg,800,450,SharedTaxi,108,217,189,296
56.avi_frame55000.jpeg,800,450,Jeep,0,302,67,416
9.MP4_frame425000.jpeg,1280,720,Minivan,769,235,841,309
7.MP4_frame3739263.jpeg,1280,720,Commercial,307,223,390,283
7.MP4_frame3739263.jpeg,1280,720,Minivan,325,272,454,350
4.MP4_frame2499024.jpeg,1280,720,Bus,847,114,984,188
4.MP4_frame2499024.jpeg,1280,720,Commercial,617,120,784,219
4.MP4_frame2499024.jpeg,1280,720,Bus,486,98,770,202
4.MP4_frame2499024.jpeg,1280,720,Truck,1168,163,1239,212
4.MP4_frame2499024.jpeg,1280,720,Truck,1047,141,1105,187
60.avi_frame25000.jpeg,800,450,Pickup,288,219,367,266
60.avi_frame25000.jpeg,800,450,Truck,0,245,355,447
52.avi_frame10000.jpeg,800,450,Truck,160,174,239,239
52.avi_frame10000.jpeg,800,450,SmallTruck,84,175,183,276
6.MP4_frame2616222.jpeg,1280,720,Commercial,945,134,1015,185
6.MP4_frame2616222.jpeg,1280,720,Bus,1038,151,1174,258
6.MP4_frame2616222.jpeg,1280,720,Truck,1158,159,1280,365
6.MP4_frame2616222.jpeg,1280,720,SUV,349,124,440,180
22.avi_frame240000.jpeg,800,450,SmallTruck,281,147,360,230
22.avi_frame240000.jpeg,800,450,SharedTaxi,167,166,275,240
41.avi_frame105000.jpeg,800,450,Truck,170,187,291,285
107.avi_frame235000.jpeg,800,450,Taxi,567,301,799,448
88.avi_frame245000.jpeg,800,450,Transit,282,155,648,399
40.avi_frame250000.jpeg,800,450,Truck,109,151,253,289
40.avi_frame250000.jpeg,800,450,Truck,0,246,338,448
32.avi_frame105000.jpeg,800,450,Bus,687,220,800,339
6.MP4_frame2296222.jpeg,1280,720,Commercial,307,119,393,191
6.MP4_frame2296222.jpeg,1280,720,SmallTruck,775,115,880,174
6.MP4_frame2296222.jpeg,1280,720,Bus,8,104,217,175
6.MP4_frame2296222.jpeg,1280,720,Bus,1024,136,1083,187
1.MP4_frame2995938.jpeg,1280,720,Pickup,767,194,834,256
1.MP4_frame2995938.jpeg,1280,720,Taxi,1194,265,1255,317
1.MP4_frame2995938.jpeg,1280,720,Pickup,114,240,203,295
4.MP4_frame934068.jpeg,1280,720,Truck,1212,191,1271,267
4.MP4_frame934068.jpeg,1280,720,Transit,1194,201,1256,274
4.MP4_frame934068.jpeg,1280,720,Truck,551,100,756,196
4.MP4_frame934068.jpeg,1280,720,Transit,690,288,1117,616
4.MP4_frame934068.jpeg,1280,720,Commercial,0,154,100,266
4.MP4_frame934068.jpeg,1280,720,Private,373,141,468,196
4.MP4_frame934068.jpeg,1280,720,Private,953,163,1016,211
4.MP4_frame934068.jpeg,1280,720,Private,1017,165,1066,206
4.MP4_frame934068.jpeg,1280,720,Commercial,1078,157,1130,194
4.MP4_frame934068.jpeg,1280,720,Private,307,133,399,182
4.MP4_frame934068.jpeg,1280,720,Private,231,130,302,175
4.MP4_frame934068.jpeg,1280,720,Private,67,200,254,298
4.MP4_frame934068.jpeg,1280,720,Transit,1025,196,1189,326
84.avi_frame55000.jpeg,800,450,Commercial,281,45,346,81
84.avi_frame55000.jpeg,800,450,Bus,127,32,271,84
84.avi_frame55000.jpeg,800,450,Truck,0,13,79,88
88.avi_frame5000.jpeg,800,450,SharedTaxi,6,78,103,134
88.avi_frame5000.jpeg,800,450,Commercial,488,150,703,274
88.avi_frame5000.jpeg,800,450,SmallTruck,180,95,354,199
14.avi_frame255000.jpeg,800,450,Truck,217,111,258,174
3.MP4_frame471424.jpeg,1280,720,Private,291,138,375,194
3.MP4_frame471424.jpeg,1280,720,Bus,720,97,912,191
3.MP4_frame471424.jpeg,1280,720,Minivan,776,145,886,203
3.MP4_frame471424.jpeg,1280,720,Bus,972,124,1061,180
3.MP4_frame471424.jpeg,1280,720,Truck,1075,144,1129,186
3.MP4_frame471424.jpeg,1280,720,Truck,1132,158,1205,203
3.MP4_frame471424.jpeg,1280,720,Transit,1045,141,1083,178
3.MP4_frame471424.jpeg,1280,720,Truck,0,322,196,717
3.MP4_frame471424.jpeg,1280,720,Private,839,166,939,218
8.MP4_frame3216083.jpeg,1280,720,Bus,744,207,854,312
8.MP4_frame3216083.jpeg,1280,720,Bus,928,297,1274,712
8.MP4_frame3216083.jpeg,1280,720,Bus,147,231,213,310
8.MP4_frame3216083.jpeg,1280,720,Private,177,284,249,348
101.avi_frame15000.jpeg,800,450,Minivan,174,55,240,83
101.avi_frame15000.jpeg,800,450,SUV,579,281,798,449
101.avi_frame15000.jpeg,800,450,SUV,262,201,484,342
5.MP4_frame60000.jpeg,1280,720,Truck,403,89,650,212
5.MP4_frame60000.jpeg,1280,720,Transit,898,197,1114,365
5.MP4_frame60000.jpeg,1280,720,Truck,0,114,177,268
5.MP4_frame60000.jpeg,1280,720,Transit,176,102,286,170
5.MP4_frame60000.jpeg,1280,720,Taxi,719,125,804,166
5.MP4_frame60000.jpeg,1280,720,SmallTruck,967,140,1021,184
25.avi_frame200000.jpeg,800,450,Pickup,436,172,568,231
25.avi_frame200000.jpeg,800,450,SharedTaxi,137,170,255,239
120.avi_frame25000.jpeg,800,450,Truck,535,55,622,94
120.avi_frame25000.jpeg,800,450,Bus,610,66,663,97
120.avi_frame25000.jpeg,800,450,Bus,531,171,797,447
120.avi_frame25000.jpeg,800,450,Minivan,298,188,544,355
120.avi_frame25000.jpeg,800,450,Truck,52,51,184,136
120.avi_frame25000.jpeg,800,450,SUV,108,148,275,259
120.avi_frame25000.jpeg,800,450,Private,1,130,130,202
120.avi_frame25000.jpeg,800,450,Private,272,58,321,85
120.avi_frame25000.jpeg,800,450,Private,331,62,372,85
120.avi_frame25000.jpeg,800,450,Private,222,58,276,84
120.avi_frame25000.jpeg,800,450,Transit,46,38,140,84
43.avi_frame125000.jpeg,800,450,SUV,42,288,222,423
5.MP4_frame455000.jpeg,1280,720,Bus,0,117,182,270
5.MP4_frame455000.jpeg,1280,720,Taxi,259,109,358,163
55.avi_frame35000.jpeg,800,450,SharedTaxi,91,198,141,248
5.MP4_frame3703166.jpeg,1280,720,Truck,1082,147,1162,194
5.MP4_frame3703166.jpeg,1280,720,Pickup,619,114,717,160
102.avi_frame55000.jpeg,800,450,Bus,57,23,211,76
110.avi_frame248749.jpeg,800,450,Bus,213,35,340,84
110.avi_frame248749.jpeg,800,450,Truck,48,18,151,62
110.avi_frame248749.jpeg,800,450,Private,289,119,376,173
110.avi_frame248749.jpeg,800,450,Truck,1,34,169,131
119.avi_frame280000.jpeg,800,450,Transit,44,39,137,83
119.avi_frame280000.jpeg,800,450,Private,523,282,792,448
119.avi_frame280000.jpeg,800,450,Truck,542,55,627,92
119.avi_frame280000.jpeg,800,450,Bus,614,66,667,95
119.avi_frame280000.jpeg,800,450,SmallTruck,213,37,264,80
119.avi_frame280000.jpeg,800,450,Private,64,145,193,224
119.avi_frame280000.jpeg,800,450,Private,446,77,490,101
1.MP4_frame2695938.jpeg,1280,720,Truck,1151,193,1223,286
1.MP4_frame2695938.jpeg,1280,720,Bus,858,166,936,217
1.MP4_frame2695938.jpeg,1280,720,Transit,806,189,879,253
1.MP4_frame2695938.jpeg,1280,720,Bus,0,213,95,348
6.MP4_frame2591222.jpeg,1280,720,Commercial,556,188,947,458
6.MP4_frame2591222.jpeg,1280,720,Bus,1037,150,1175,260
6.MP4_frame2591222.jpeg,1280,720,SUV,349,120,438,179
6.MP4_frame2591222.jpeg,1280,720,Transit,1002,140,1066,186
101.avi_frame215000.jpeg,800,450,Commercial,221,131,471,310
105.avi_frame105000.jpeg,800,450,Transit,235,43,311,82
105.avi_frame105000.jpeg,800,450,Truck,510,54,566,91
105.avi_frame105000.jpeg,800,450,Truck,134,101,470,323
64.avi_frame250000.jpeg,800,450,Truck,205,180,329,254
64.avi_frame250000.jpeg,800,450,SharedTaxi,112,216,191,287
64.avi_frame250000.jpeg,800,450,SharedTaxi,104,201,161,261
64.avi_frame250000.jpeg,800,450,Private,473,306,582,395
64.avi_frame250000.jpeg,800,450,Private,408,247,506,302
67.avi_frame245000.jpeg,800,450,Truck,311,203,800,413
67.avi_frame245000.jpeg,800,450,Transit,103,185,201,287
31.avi_frame135000.jpeg,800,450,SharedTaxi,478,269,584,374
8.MP4_frame3581083.jpeg,1280,720,Bus,1064,241,1201,377
89.avi_frame25000.jpeg,800,450,SharedTaxi,174,102,286,157
89.avi_frame25000.jpeg,800,450,Pickup,177,54,242,83
89.avi_frame25000.jpeg,800,450,SharedTaxi,94,85,188,135
89.avi_frame25000.jpeg,800,450,Motorcycle,35,87,75,131
67.avi_frame125000.jpeg,800,450,Commercial,145,180,209,238
67.avi_frame125000.jpeg,800,450,Truck,81,154,145,239
67.avi_frame125000.jpeg,800,450,SharedTaxi,233,207,318,256
1.MP4_frame3530938.jpeg,1280,720,SUV,196,281,361,377
1.MP4_frame3530938.jpeg,1280,720,Transit,1217,262,1280,384
1.MP4_frame3530938.jpeg,1280,720,Transit,655,292,902,578
120.avi_frame270000.jpeg,800,450,Private,61,47,115,75
120.avi_frame270000.jpeg,800,450,SmallTruck,357,120,584,259
120.avi_frame270000.jpeg,800,450,Private,606,215,778,274
120.avi_frame270000.jpeg,800,450,Taxi,396,246,644,389
120.avi_frame270000.jpeg,800,450,Private,709,344,800,448
120.avi_frame270000.jpeg,800,450,Truck,64,69,387,299
120.avi_frame270000.jpeg,800,450,SUV,433,64,471,90
120.avi_frame270000.jpeg,800,450,Private,398,65,437,88
120.avi_frame270000.jpeg,800,450,Private,361,64,404,88
120.avi_frame270000.jpeg,800,450,Private,272,59,320,85
120.avi_frame270000.jpeg,800,450,Private,223,59,273,84
120.avi_frame270000.jpeg,800,450,Private,153,58,218,84
120.avi_frame270000.jpeg,800,450,Private,81,56,148,78
4.MP4_frame2079024.jpeg,1280,720,Transit,206,102,303,177
4.MP4_frame2079024.jpeg,1280,720,Truck,99,91,211,168
4.MP4_frame2079024.jpeg,1280,720,Bus,1244,181,1280,230
87.avi_frame195000.jpeg,800,450,Pickup,584,228,800,337
87.avi_frame195000.jpeg,800,450,SharedTaxi,603,199,800,280
87.avi_frame195000.jpeg,800,450,Private,306,159,437,231
87.avi_frame195000.jpeg,800,450,SharedTaxi,281,128,421,183
87.avi_frame195000.jpeg,800,450,Private,66,101,155,148
87.avi_frame195000.jpeg,800,450,Private,255,63,304,84
87.avi_frame195000.jpeg,800,450,Private,194,60,243,85
87.avi_frame195000.jpeg,800,450,Private,72,83,151,123
8.MP4_frame4321083.jpeg,1280,720,Transit,163,241,242,328
6.MP4_frame2441222.jpeg,1280,720,Bus,206,91,388,185
6.MP4_frame2441222.jpeg,1280,720,Bus,0,170,139,443
6.MP4_frame2441222.jpeg,1280,720,Taxi,0,420,249,612
66.avi_frame162800.jpeg,800,450,SharedTaxi,106,233,199,325
84.avi_frame115000.jpeg,800,450,Truck,176,54,393,179
84.avi_frame115000.jpeg,800,450,SharedTaxi,413,148,537,230
84.avi_frame115000.jpeg,800,450,SharedTaxi,323,151,497,245
84.avi_frame115000.jpeg,800,450,SUV,123,108,222,165
84.avi_frame115000.jpeg,800,450,SharedTaxi,104,84,182,127
84.avi_frame115000.jpeg,800,450,SUV,49,92,139,141
6.MP4_frame2631222.jpeg,1280,720,SmallTruck,850,141,972,218
6.MP4_frame2631222.jpeg,1280,720,Bus,959,123,1069,199
6.MP4_frame2631222.jpeg,1280,720,Bus,1044,159,1177,240
6.MP4_frame2631222.jpeg,1280,720,Transit,1163,200,1241,281
6.MP4_frame2631222.jpeg,1280,720,Private,1046,310,1210,447
6.MP4_frame2631222.jpeg,1280,720,SUV,351,126,438,179
6.MP4_frame2631222.jpeg,1280,720,Private,297,139,378,187
6.MP4_frame2631222.jpeg,1280,720,Private,89,238,318,366
6.MP4_frame2631222.jpeg,1280,720,Private,979,205,1070,270
6.MP4_frame2631222.jpeg,1280,720,Private,649,124,731,164
6.MP4_frame2631222.jpeg,1280,720,Private,109,132,172,169
10.MP4_frame4599346.jpeg,1280,720,Taxi,393,243,487,297
10.MP4_frame4599346.jpeg,1280,720,Bus,148,221,259,341
75.avi_frame265000.jpeg,800,450,Bus,103,164,244,286
27.avi_frame125000.jpeg,800,450,Truck,253,128,367,234
27.avi_frame125000.jpeg,800,450,Bus,746,128,800,209
27.avi_frame125000.jpeg,800,450,Motorcycle,693,173,728,217
27.avi_frame125000.jpeg,800,450,Truck,0,131,215,291
40.avi_frame110000.jpeg,800,450,Truck,132,167,249,292
107.avi_frame225000.jpeg,800,450,Truck,513,60,580,103
107.avi_frame225000.jpeg,800,450,SUV,367,213,608,360
107.avi_frame225000.jpeg,800,450,Taxi,151,164,310,254
7.MP4_frame3999263.jpeg,1280,720,SmallTruck,269,249,552,421
7.MP4_frame4039263.jpeg,1280,720,Minivan,174,263,275,356
9.MP4_frame115000.jpeg,1280,720,Bus,226,212,295,270
9.MP4_frame115000.jpeg,1280,720,Transit,242,231,360,331
9.MP4_frame115000.jpeg,1280,720,Commercial,953,215,1007,271
28.avi_frame195000.jpeg,800,450,Private,196,182,279,248
28.avi_frame195000.jpeg,800,450,Truck,507,137,602,261
28.avi_frame195000.jpeg,800,450,Private,266,155,312,195
28.avi_frame195000.jpeg,800,450,Private,238,142,275,177
96.avi_frame35000.jpeg,800,450,SUV,389,223,622,381
96.avi_frame35000.jpeg,800,450,SharedTaxi,681,318,798,449
96.avi_frame35000.jpeg,800,450,Transit,95,106,346,285
2.MP4_frame3730326.jpeg,1280,720,Bus,101,202,257,261
2.MP4_frame3730326.jpeg,1280,720,Commercial,1022,304,1275,471
2.MP4_frame3730326.jpeg,1280,720,Transit,349,262,648,454
2.MP4_frame3730326.jpeg,1280,720,Transit,237,221,382,313
2.MP4_frame3730326.jpeg,1280,720,Truck,975,219,1116,324
2.MP4_frame3730326.jpeg,1280,720,Truck,1117,188,1159,235
37.avi_frame200000.jpeg,800,450,SharedTaxi,453,247,552,336
56.avi_frame200000.jpeg,800,450,SmallTruck,95,175,178,269
27.avi_frame145000.jpeg,800,450,Transit,515,146,662,226
27.avi_frame145000.jpeg,800,450,Private,290,188,422,248
27.avi_frame145000.jpeg,800,450,Private,0,215,163,290
27.avi_frame145000.jpeg,800,450,Private,217,275,457,399
27.avi_frame145000.jpeg,800,450,Private,752,172,800,213
34.avi_frame161000.jpeg,800,450,Transit,229,203,384,312
89.avi_frame240000.jpeg,800,450,Truck,259,34,361,85
89.avi_frame240000.jpeg,800,450,Minivan,592,294,797,446
89.avi_frame240000.jpeg,800,450,Bus,51,78,538,340
23.avi_frame245000.jpeg,800,450,Truck,227,111,300,186
104.avi_frame270000.jpeg,800,450,Truck,250,29,336,77
104.avi_frame270000.jpeg,800,450,Private,273,59,318,84
104.avi_frame270000.jpeg,800,450,Private,181,58,243,83
104.avi_frame270000.jpeg,800,450,Private,323,61,369,83
104.avi_frame270000.jpeg,800,450,Private,106,55,160,82
53.avi_frame125000.jpeg,800,450,Private,446,284,592,364
64.avi_frame140000.jpeg,800,450,SmallTruck,97,184,194,281
1.MP4_frame3475938.jpeg,1280,720,Truck,858,169,946,249
1.MP4_frame3475938.jpeg,1280,720,Private,866,304,1060,402
1.MP4_frame3475938.jpeg,1280,720,Private,854,279,1021,349
1.MP4_frame3475938.jpeg,1280,720,Private,507,269,675,353
1.MP4_frame3475938.jpeg,1280,720,Private,460,225,579,280
1.MP4_frame3475938.jpeg,1280,720,Private,602,211,693,264
1.MP4_frame3475938.jpeg,1280,720,Private,387,216,490,270
1.MP4_frame3475938.jpeg,1280,720,Private,226,298,393,382
1.MP4_frame3475938.jpeg,1280,720,Pickup,1115,268,1200,356
1.MP4_frame3475938.jpeg,1280,720,Transit,1232,274,1280,389
1.MP4_frame3475938.jpeg,1280,720,Truck,1141,221,1198,279
1.MP4_frame3475938.jpeg,1280,720,Motorcycle,883,229,922,283
71.avi_frame275000.jpeg,800,450,Truck,471,194,644,405
54.avi_frame55000.jpeg,800,450,SharedTaxi,112,208,185,276
63.avi_frame190000.jpeg,800,450,Private,454,278,597,354
63.avi_frame190000.jpeg,800,450,Private,65,378,375,449
4.MP4_frame869068.jpeg,1280,720,Truck,702,181,1226,607
4.MP4_frame869068.jpeg,1280,720,Bus,1228,183,1279,233
4.MP4_frame869068.jpeg,1280,720,Truck,19,89,127,169
3.MP4_frame710624.jpeg,1280,720,Truck,717,92,879,196
3.MP4_frame710624.jpeg,1280,720,Bus,847,114,982,186
3.MP4_frame710624.jpeg,1280,720,Transit,916,138,1015,216
3.MP4_frame710624.jpeg,1280,720,Motorcycle,244,575,614,717
3.MP4_frame710624.jpeg,1280,720,Bus,0,187,113,485
6.MP4_frame2691222.jpeg,1280,720,Commercial,89,120,166,167
9.MP4_frame510000.jpeg,1280,720,Bus,1012,196,1064,235
50.avi_frame130000.jpeg,800,450,SUV,187,219,269,277
106.avi_frame233650.jpeg,800,450,Truck,246,114,800,449
